ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
10       0.8194839045405388 0.8567745131750901 0.9632837027311325 0.9046508448682432 0.0488710144291753 0.03589700162410736 0.9421395480632782 0.9885266307347553 0.899884045124054 0.9827952882453275 0.8997622728347778 0.9958928130567074 0.9766823351383209 0.003683745861053467 0.05667310953140259 0.0005087102291860095 0.04971981002005009 1.542994054771194e-05 0.9165601134300232 0.7254022359848022
11       0.7982104137539864 0.7973512070874373 0.9626353979110718 0.8992315978465373 0.030438172320524814 0.05435758829116821 0.9191687703132629 0.9786185614867629 0.8705638945102692 0.9737544304536918 0.8577888309955597 0.9837653994560241 0.9557060897350311 0.46779608726501465 0.0011571645736694336 0.0020268242733450905 0.05971058997753459 0.0001750247321925444 0.9555228233337403 0.9021180272102356
12       0.7667378827929496 0.7792672984302044 0.9644295275211334 0.9197159187169746 0.04214720947797912 0.04934394359588623 0.9184907078742981 0.9563412250969283 0.8525694906711578 0.9422009438593397 0.7754435837268829 0.9906615287065506 0.9758551716804504 0.01690685749053955 0.14627552032470703 0.004493158246565436 0.10220086632249499 9.227580648863456e-05 0.9130162119865417 0.7898683547973633
13       0.8406862795352936 0.8491426795721054 0.9580413699150085 0.9123166721977599 0.03600916862487791 0.026056364178657532 0.8910045683383941 0.9667817943342527 0.86974036693573 0.9670922620963864 0.8861910104751587 0.9729052603244781 0.9639943838119507 0.002714395523071289 0.0018047690391540527 0.0023160942363810774 0.0746630499840926 8.412206548154093e-05 0.8908313632011413 0.606723964214325
14       0.7677986895044645 0.8193924042085807 0.9486916363239288 0.9146524190662368 0.0725398768078197 0.03199091553688049 0.8702962795893351 0.9438954933376849 0.8576616942882538 0.946912665995832 0.7868339717388153 0.9878154955804348 0.9507068693637848 0.851107656955719 0.9478170573711395 0.001316662900950992 0.024320685357618103 8.380777074392308e-05 0.8877807060877482 0.8182114362716675
15       0.734317721426487 0.7568967002133529 0.9221985936164856 0.8949653471476937 0.03461321534180062 0.035606592893600464 0.848418015241623 0.9525195163265321 0.8136498332023621 0.9543923165774342 0.8136498332023621 0.9865297559648752 0.9470577090978622 0.8109831362962723 0.19371533393859863 0.0007251265402900077 0.07878934728248577 1.8171621953728356e-05 0.8655428230762482 0.49637457728385925
16       0.7727419709165891 0.7827789286772411 0.9417940974235535 0.8900210394893052 0.08032378333586232 0.04232507944107056 0.925430158774058 0.9681302945272587 0.9182049930095673 0.9701355560423144 0.9024131298065186 0.9334042703111967 0.9699281603097916 0.009476721286773682 0.013536691665649414 0.0004023813927115385 0.013875979921691522 3.0819984796429724e-05 0.8614159027735392 0.6394006013870239
17       0.8282142281532288 0.8539010509848595 0.9608158022165298 0.9020155801930848 0.028187850117683433 0.05180121958255768 0.968408739566803 0.992839672641117 0.9447046220302582 0.991867287416393 0.9447046220302582 0.9917289078235626 0.9883943796157837 0.12607359886169434 0.0028548836708068848 0.006038558964963531 0.11355053406982302 0.0005190410497082597 0.9351650357246399 0.8538927435874939
18       0.7974303010851145 0.8225157158449292 0.9535549283027649 0.8924945100055387 0.039182642740862694 0.031028687953948975 0.9706077873706818 0.9934246488511391 0.955542266368866 0.993570317242737 0.9456439018249512 0.9957109615206718 0.9722926616668701 0.20229017734527588 0.28635841608047485 0.0021758925167436123 0.04346666212830985 9.888256299359548e-05 0.9304842948913574 0.8581055998802185
19       0.7818989848718048 0.8133827247036001 0.9651789516210556 0.9089757307794772 0.0740514351055026 0.059677645564079285 0.869962340593338 0.9180092351555785 0.8258563280105591 0.9305413883389111 0.8258563280105591 0.9841668361797928 0.9654001742601395 0.08204859495162964 0.025687694549560547 0.0028504346837900717 0.06410860714823666 0.0001260051264923725 0.9352141499519349 0.9062038064002991
20       0.7840908952057362 0.8025108023236196 0.9536646455526352 0.9215360138387907 0.02597772168076562 0.01701110601425171 0.9080554892619451 0.9531162352709313 0.8792159557342529 0.9587700096325982 0.8515702784061432 0.9816258408129215 0.971295565366745 0.23632818460464478 0.14548403024673462 0.00410363529546314 0.18852826477663157 0.00010069946266023607 0.8970856964588165 0.8598350882530212
21       0.7974269886811575 0.824120535204808 0.9586125314235687 0.9044587314128876 0.055596189968513676 0.07103267312049866 0.9537158211072286 0.990384360311988 0.9269455969333649 0.9925045637606837 0.9269455969333649 0.9794608106215795 0.9849677383899689 0.03760117292404175 0.2044927477836609 0.0013092078605355208 0.03263398818413667 7.546300520333672e-05 0.8522002498308817 0.7545185089111328
22       0.8233319476246834 0.8364467499156794 0.956245169043541 0.9129850061691326 0.03735514371483417 0.02269577980041504 0.9346321880817413 0.9862562666112495 0.9096977114677429 0.9869982004987321 0.9110410213470459 0.9982528772205115 0.9492122828960419 0.003124833106994629 0.01500028371810913 0.002027129829291277 0.08486373540732935 9.888256299359548e-05 0.9228764772415161 0.8009594678878784
23       0.8091535121202469 0.8603084683418274 0.9679194837808609 0.9145142313945724 0.06306116878986356 0.054544463753700256 0.9514041244983673 0.9916925594402164 0.9123664796352386 0.991281989361191 0.9304319620132446 0.9512247790892919 0.982002392411232 0.8957532569766045 0.027979016304016113 0.0018366046506744756 0.031192541559168365 9.167924794665416e-05 0.9409913420677185 0.9163342714309692
24       0.7720336820930243 0.794792409054935 0.9422012269496918 0.9244104799275336 0.04249517036520911 0.04893109202384949 0.8937530443072319 0.9719940286724693 0.8426244854927063 0.9282366026979796 0.7773477435112 0.9225855711847544 0.979767918586731 0.5056159794330597 0.023565173149108887 0.0018364907948140471 0.08491666143788994 8.412214570663247e-05 0.864249050617218 0.6067240238189697
25       0.8140630622704824 0.822226310769717 0.9540755599737167 0.9034186047595619 0.049803504943847665 0.05688878893852234 0.9482189963261286 0.9864992164115387 0.9066503047943115 0.9823250733061792 0.9066503047943115 0.9738576511542002 0.9919712096452713 0.003294646739959717 0.001406252384185791 0.0031751552774311985 0.06964543576766989 0.00014453724904852407 0.9375994205474854 0.9080564975738525
26       0.7808536767959595 0.7921220228075981 0.9279406368732452 0.903301019440679 0.013703055679798126 0.058541327714920044 0.8607807338237763 0.9607724733035088 0.8126222491264343 0.9513357974304206 0.758868396282196 0.9493053873380025 0.9273554682731628 0.674651563167572 0.27618658542633057 0.0006909984565960629 0.1337718784412427 1.814465946375256e-05 0.8788699924945831 0.49355700612068176
27       0.8151864819228649 0.8365784045308828 0.9675615727901459 0.9201863176994405 0.0558698088736147 0.05947171151638031 0.9542243629693985 0.9907333316643099 0.9292303025722504 0.9907113724812691 0.9370662868022919 0.9632164277136326 0.9789814949035645 0.1924349069595337 0.16499119997024536 0.0022798050787017116 0.04122627609121264 7.685588961894422e-05 0.8988903164863586 0.7130102515220642
28       0.7727962285280228 0.7956752926111221 0.9661675542593002 0.9055148481770798 0.04579729925502429 0.029310867190361023 0.9776021142800649 0.9939024380340014 0.9662663042545319 0.9901186555908179 0.926607072353363 0.9844380617141724 0.9954103827476501 0.0006306767463684082 0.0017275810241699219 0.0009323644341005401 0.018933726716500898 7.576645135275314e-05 0.7875966628392538 0.45222991704940796
29       0.7852259993553161 0.7921596030394236 0.9471665471792221 0.8909893922011057 0.06728849240711754 0.050839394330978394 0.8795500755310058 0.9595384924537704 0.7906413972377777 0.9743606273473739 0.8632084429264069 0.9984086908400058 0.9688057601451874 0.024669170379638672 0.04103100299835205 0.0005680718953095456 0.021807071255197125 3.23681387500383e-05 0.9638028264045715 0.9388290047645569
30       0.8143441043794155 0.84770911000669 0.9788790792226791 0.8991730074005678 0.07581496238708496 0.06533971428871155 0.9633241519331932 0.991222700824129 0.9126127064228058 0.9842611114261084 0.9126127064228058 0.9922940507531166 0.9741266518831253 0.0022954344749450684 0.0019254684448242188 0.000996268587955537 0.046408299109186424 3.102615237196478e-05 0.8973407298326492 0.6964038014411926
31       0.773441918194294 0.7821795009076595 0.944915771484375 0.9003560415644577 0.034981824457645416 0.04211790859699249 0.8161802720278502 0.9444728744430204 0.7245349735021591 0.9569945621665426 0.8000381290912628 0.9963686361908912 0.9348465204238892 0.0022769570350646973 0.0009094476699829102 0.0005377619746598728 0.04558133008065865 5.876683640097322e-05 0.7940270714461803 0.30031678080558777
32       0.7844147632519404 0.8073035925626755 0.9381425380706787 0.9014441079714082 0.053219377994537354 0.09436334669589996 0.9052388966083527 0.9711288300350276 0.7826322913169861 0.9612169831198507 0.8475339412689209 0.9195166279872259 0.9211094230413437 0.004102349281311035 0.0016664862632751465 0.0009663589721176336 0.02769514199260194 5.293857247887493e-05 0.8296162883440653 0.6765087842941284
33       0.6956787751987576 0.730516098284473 0.9259717464447021 0.8851910315454006 0.04762333631515503 0.03523114323616028 0.8522582799196243 0.9273075713936221 0.7678892016410828 0.9184523890558145 0.7503741085529327 0.9430527361109853 0.9620333164930344 0.009235143661499023 0.02404606342315674 0.0021051703624506805 0.08598460114571707 5.6462988717097055e-05 0.8905226141214371 0.570415735244751
34       0.8034255355596542 0.8425702328483264 0.9557273387908936 0.8922384195029736 0.03323502296751191 0.07255066931247711 0.9571128487586975 0.9920506386427732 0.9321590662002563 0.9833168183377676 0.8923889994621277 0.9645939655601978 0.967558354139328 0.015092849731445312 0.020339012145996094 0.0009751046562148185 0.02457902000402704 8.412214570663247e-05 0.6668563087781271 0.5605125427246094
35       0.7527047097682953 0.7761022374033928 0.9275695085525513 0.9038927041251084 0.05551383983005176 0.05756375193595886 0.955660363038381 0.9871481234649595 0.9300548732280731 0.9862900699061736 0.914311945438385 0.9815419465303421 0.9762185364961624 0.11134397983551025 0.2585565447807312 0.001446701535644182 0.033373895371263736 9.692691601563666e-05 0.9346221685409546 0.9306885600090027
36       0.8069465216249228 0.8410264529908698 0.9663270562887192 0.909011814144573 0.07072634081686702 0.08554738759994507 0.9376615956425667 0.983356550334455 0.8779752850532532 0.978338175397905 0.8779752850532532 0.967299073934555 0.9837421774864197 0.37709105014801025 0.12349897623062134 0.0013569753392433971 0.03949732536283049 5.003512489819128e-05 0.8989845961332321 0.8446133732795715
37       0.7778706252574921 0.8054791316390038 0.9467667043209076 0.891227416799102 0.0407631410793825 0.054253220558166504 0.8778162854058402 0.9407024472174266 0.8093648552894592 0.9491677784703203 0.8158746957778931 0.9732593834400177 0.9578060805797577 0.017332851886749268 0.003544449806213379 0.0015048605968359574 0.05301572608664067 0.00011777451816054344 0.9491694910185677 0.9242433309555054
38       0.7989853531122207 0.8157345980405808 0.9498142004013062 0.8876508007358227 0.0554632299086627 0.044520244002342224 0.9390801191329956 0.9704078426705656 0.9090835750102997 0.9544260050682558 0.7991004884243011 0.9847647065917651 0.9568507075309753 0.01445615291595459 0.0035079121589660645 0.0023594620323850496 0.08009809315082254 0.00010069946266023607 0.8638493776321411 0.7661060690879822
39       0.8250029850751162 0.8568173060193658 0.9643057584762573 0.9023319693431573 0.012738432573235592 0.010684311389923096 0.8900086507201195 0.9556096254885329 0.8610485196113586 0.9572495662046965 0.8449125289916992 0.9901968613266945 0.9806463271379471 0.4207457900047302 0.007522284984588623 0.001858955748429299 0.16220866183686952 3.33316913083407e-05 0.9095578044652939 0.7664937973022461
40       0.8169201960166296 0.8687352562944095 0.9541206061840057 0.9249241784628894 0.02585254383809643 0.03446769714355469 0.9601303438345591 0.994582819082023 0.926334023475647 0.9955748327645111 0.9511536955833435 0.9881955583890278 0.9787113666534424 0.09207624197006226 0.35469508171081543 0.0017937878872108259 0.044665478747834345 9.167924794665416e-05 0.9397218624750773 0.918829083442688
41       0.8254151158034801 0.8418329525738955 0.958064466714859 0.933538928049282 0.06894239783287048 0.029762789607048035 0.9320318028330803 0.964948974757557 0.891823023557663 0.9601943738499532 0.8102797567844391 0.9355260866383711 0.9738658666610718 0.008958399295806885 0.002095460891723633 0.0011556547458254325 0.05245440891459731 3.8172283103802973e-05 0.8965462297201157 0.669734537601471
42       0.8100235164165497 0.8213147968053818 0.9513078331947327 0.9245321104923884 0.061105464669791165 0.051912859082221985 0.9650860627492269 0.994301947445134 0.943446934223175 0.993470825476944 0.943446934223175 0.9937975207964579 0.9781780987977982 0.07409721612930298 0.12251156568527222 0.001446388412598018 0.035685973716264384 6.335657713476433e-05 0.7822485367457072 0.42768532037734985
43       0.7671554237604141 0.7924626171588898 0.939948096871376 0.9154442084687097 0.06852313605221838 0.061867743730545044 0.8394820615649223 0.9214473697611982 0.7984038293361664 0.8997871818153178 0.7684788703918457 0.9664636468049139 0.923175498843193 0.017332255840301514 0.0042724609375 0.0029009137473814156 0.040469777745802515 0.000175072309886664 0.8930716663599014 0.7060589790344238
44       0.8047356709837914 0.837462404370308 0.9556012749671936 0.9257951366037307 0.03969679772853851 0.04726789891719818 0.9076575100421905 0.9236665692944792 0.8165797293186188 0.9313490364029531 0.8165797293186188 0.9766089037060738 0.9833706021308899 0.027634382247924805 0.024214327335357666 0.0012469170343985879 0.08201512223960515 2.5676096304565393e-05 0.9207581043243408 0.7188719511032104
45       0.8345897250941822 0.8436072316552912 0.9595955908298492 0.9117704523184026 0.0361730004510572 0.04602944850921631 0.9152018640722547 0.9685548725493911 0.8425005376338959 0.9719037056195969 0.9153108298778534 0.9828443419010866 0.9707304239273071 0.02118295431137085 0.0016381144523620605 0.0014959813387180683 0.12511610341577994 3.1775034877506136e-05 0.9397880945886884 0.8529316782951355
46       0.8293881714344025 0.8515325387318928 0.94797483086586 0.929080234308328 0.05671048344987817 0.03667321801185608 0.9002161771059036 0.9788873771327076 0.8256533443927765 0.9701240687653758 0.8304787874221802 0.9660926520824432 0.9306541532278061 0.008596181869506836 0.035945773124694824 0.0007308181755425245 0.04123841682958323 2.2418060450123037e-05 0.9060206860303879 0.778192400932312
47       0.7735514994710684 0.8068212112411857 0.9622436910867691 0.9085719441955394 0.0532681899411338 0.018566668033599854 0.9109930098056793 0.9694406480596882 0.8665348291397095 0.9481077449878512 0.7885676026344299 0.9654852814440217 0.9820805341005325 0.007824599742889404 0.0057086944580078125 0.001129884050252872 0.05192128749889919 4.7497793119040586e-05 0.948218509554863 0.8681082129478455
48       0.7056589424610138 0.743159828086694 0.9380538910627365 0.893692258133817 0.06961371410976758 0.13956108689308167 0.865968368947506 0.8939754544190646 0.7176497876644135 0.9787547430867054 0.854557454586029 0.9672020996610323 0.9663256406784058 0.7972517162561417 0.043683648109436035 0.001379338629462702 0.020826821971720266 9.167924794665416e-05 0.6898961681872606 0.11124158650636673
49       0.8081386778503656 0.8352957861497998 0.9559028148651123 0.9064402351311097 0.04545666739858434 0.03511349856853485 0.977290615439415 0.9949202407997895 0.9599620699882507 0.9948668321249734 0.9599620699882507 0.9985586255788803 0.9926493465900421 0.007024407386779785 0.14709144830703735 0.001749799517504262 0.05012663946747109 7.720755723254574e-05 0.8565839678049088 0.6556494832038879
50       0.7726256884634495 0.7957680144657691 0.962693065404892 0.9049863011663796 0.04855793636096151 0.04362654685974121 0.8957641795277596 0.9565912175721545 0.8039682805538177 0.9679135804756136 0.8492928147315979 0.9869444891810417 0.973540410399437 0.016496777534484863 0.007432460784912109 0.0004625973086679812 0.03912467861744641 1.3766419336711315e-05 0.8394482433795929 0.493133544921875
51       0.7231365765134493 0.7539350346972544 0.9215786904096603 0.882412426173687 0.0456535667181015 0.08416330814361572 0.8792819529771805 0.9295255147981276 0.800716757774353 0.9498917173559462 0.8054375648498535 0.9813106742997965 0.9699902832508087 0.0025429129600524902 0.000732719898223877 0.0017437955518716187 0.04899764198885802 0.00010069936662579065 0.8347110748291016 0.5250046849250793
52       0.7642430141568184 0.7707329802215099 0.9432105123996735 0.9071375380774014 0.041517223036566464 0.058847829699516296 0.8933217227458954 0.9491156529463813 0.7805199325084686 0.9674701851862064 0.7762588858604431 0.9806697815656662 0.9642355144023895 0.04744642972946167 0.44348764419555664 0.002694423885547231 0.07222958104524779 8.037792220074384e-05 0.8704426437616348 0.7023685574531555
53       0.7978829415515065 0.8127382204867899 0.9425602406263351 0.9190796301799252 0.019156893715262413 0.024411723017692566 0.8841560482978821 0.9451307224249961 0.6964777410030365 0.9784517182809882 0.8769013583660126 0.9521627249196172 0.955338329076767 0.023306190967559814 0.0636637806892395 0.0020151204921953826 0.11529660167596395 7.014873608768552e-05 0.9560427591204643 0.8184471726417542
54       0.7942977640777826 0.8408999290938179 0.9504283666610718 0.9065649305661041 0.04634651677175006 0.08030170202255249 0.9513983950018883 0.9842057618577646 0.920115202665329 0.9899994825381011 0.920115202665329 0.992295891046524 0.9861549139022827 0.3664998412132263 0.321052610874176 0.0010727047623896933 0.026066681548967945 7.014873608768552e-05 0.9364303052425385 0.8184465169906616
55       0.8115361904104551 0.8472708525756996 0.9703839868307114 0.8967808811366558 0.05410137513409485 0.10855191946029663 0.9709232350190481 0.9882578716388384 0.9146071374416351 0.9910558757569943 0.9146071374416351 0.989863802989324 0.9949881583452225 0.007479429244995117 0.010511219501495361 0.0007766193793836075 0.009694661323464297 7.546300520333672e-05 0.8681615988413492 0.7545177340507507
56       0.7476871870458126 0.7606290460874636 0.9324394166469574 0.8809713278438004 0.044616340100765206 0.09016552567481995 0.8643601760268211 0.9593605845415865 0.824305921792984 0.9582657867828328 0.8484940826892853 0.9862019183735052 0.9416017234325409 0.5864258110523224 0.18050402402877808 0.001178922707546492 0.028012151724646644 0.00011307507147085153 0.9531269073486328 0.9457308650016785
57       0.7706758754793555 0.8003225625725463 0.9447103142738342 0.9116283989316978 0.06630408763885498 0.06735685467720032 0.8941598832607269 0.979404371648215 0.7676754891872406 0.9793701776666701 0.8659905195236206 0.9572870458941907 0.9548182338476181 0.9533667378127575 0.86635722219944 0.0007900294819480788 0.030066806311261043 3.1607900202194536e-05 0.9409593641757965 0.8846537470817566
58       0.7680733241140842 0.7747244913130998 0.9526020586490631 0.9105673857471522 0.041746865300571256 0.06624530255794525 0.8928628861904144 0.9683775138660309 0.8596377372741699 0.9760264764486726 0.8453280627727509 0.9900760296732187 0.9513421803712845 0.011380553245544434 0.0023679733276367188 0.001108862997459545 0.053870159614851275 3.8174758651039184e-05 0.9017721563577652 0.7791196703910828
59       0.785117487112681 0.7912899230917294 0.9274635910987854 0.904653315898031 0.04250047355890274 0.08465990424156189 0.9772091507911682 0.9903132842934994 0.9365656077861786 0.9877503969419479 0.9365656077861786 0.9855520923932394 0.978456050157547 0.8957133963704109 0.13869911432266235 0.0003398171099050252 0.017948942231510428 1.8624276935650278e-05 0.8621896306673685 0.7212293148040771
60       0.7935334984213114 0.8301366167142987 0.9443528354167938 0.8980571520795305 0.043302304365418154 0.04777851700782776 0.9461446478962898 0.9874761465623436 0.9061933755874634 0.9856190822322048 0.9061933755874634 0.9921113178133965 0.9719683527946472 0.023539066314697266 0.06368929147720337 0.0013076293142253723 0.03922671105201981 7.497664214742162e-05 0.8915081918239594 0.723629891872406
61       0.7582805715501308 0.7646070346236229 0.9417772591114044 0.8980809498703881 0.05901080234484235 0.05571332573890686 0.9349549859762192 0.9807207007854473 0.8662487864494324 0.958004373691014 0.8553355634212494 0.9266327358782291 0.9471023082733154 0.4962225556373596 0.0040912628173828125 0.002116078393873334 0.03148969796787928 0.00018913625635291073 0.8947831392288208 0.7157642245292664
62       0.8056694746017456 0.8499977628389994 0.9511811286211014 0.913883256501165 0.02988421611296821 0.045767396688461304 0.8880465805530549 0.962401321122508 0.8577829599380493 0.9525608645868342 0.7639284729957581 0.9720702998340129 0.9606860131025314 0.0835343599319458 0.1052122712135315 0.002159752967599198 0.10880364331656177 6.039896588865983e-05 0.9430358171463012 0.8495790958404541
63       0.7900238245725631 0.827853585779667 0.95969657599926 0.9052321278593607 0.03424398973584175 0.014777839183807373 0.8653564035892487 0.9201714964264887 0.8163636028766632 0.8913304746529773 0.6617519706487656 0.997979875760419 0.962957426905632 0.47150546312332153 0.2429167628288269 0.003454869830254663 0.07353486705387428 0.00019283867912050308 0.8891281723976135 0.7222650051116943
64       0.7802428205808004 0.815407286087672 0.9519732594490051 0.8955786781651633 0.06585642056805752 0.04849722981452942 0.8935106297334036 0.9734613311235956 0.8313393592834473 0.9668300335918545 0.8313393592834473 0.9597190717856089 0.9300680011510849 0.027279317378997803 0.006884157657623291 0.000842161002645631 0.02292415879476878 5.228775020788541e-05 0.9526642362276713 0.9021437764167786
65       0.8016270741820335 0.8267461878558 0.9600953012704849 0.9048130020884604 0.04735173644690682 0.045119673013687134 0.9073237538337707 0.9562834418822865 0.8702157139778137 0.9569340811545803 0.8582665920257568 0.9751135662198067 0.9816558212041855 0.07287359237670898 0.001649022102355957 0.0026865488856575356 0.06272544247957035 0.00011709583089622089 0.9027409195899964 0.7962245941162109
66       0.8106380235403776 0.8326029730960727 0.9657950550317764 0.9069708618430459 0.06726326048374176 0.044936344027519226 0.9467869326472282 0.9625322418691227 0.9135272800922394 0.9656982188076542 0.8393664062023163 0.9681353985021511 0.9763886332511902 0.8488646149635315 0.5701655447483063 0.0012254345772131636 0.048966974794101906 4.900899345704385e-05 0.8362446129322052 0.6818680167198181
67       0.7954756878316402 0.8168970576177041 0.9451062828302383 0.8985897542400794 0.05032854503200901 0.0452888160943985 0.9349140003323555 0.985398543529195 0.8921557366847992 0.9830936447143417 0.8921557366847992 0.9876900687813759 0.965164378285408 0.0023809075355529785 0.09924834966659546 0.003576013935054931 0.06068607259572574 0.00019894220084367583 0.9463454484939575 0.8613574504852295
68       0.7879331894218922 0.8014144245535135 0.9516452699899673 0.8995877922065518 0.062280808176313096 0.04548773169517517 0.9514799043536186 0.9846791043886078 0.9133986830711365 0.9842935226286418 0.9133986830711365 0.9907092750072479 0.9884686022996902 0.0383760929107666 0.15136438608169556 0.0011450651114579412 0.06062011678097955 4.966104354037882e-05 0.9025349318981171 0.7340376973152161
69       0.7868799616893133 0.8197451159358025 0.9627043753862381 0.8984863766365581 0.05265593140021618 0.08562575280666351 0.9258090655008951 0.9587269454552567 0.8888207077980042 0.9570612548151778 0.8888207077980042 0.9789609586199124 0.9709701240062714 0.09981149435043335 0.013469040393829346 0.0004563410843080995 0.01982797520294891 3.177509548363327e-05 0.91368301709493 0.8529314994812012
70       0.7985330671072006 0.8121156990528107 0.9390787482261658 0.9090382562717423 0.04301785996982033 0.018569886684417725 0.8540576159954071 0.9355147301356364 0.7718363404273987 0.9324989444607834 0.7731647789478302 0.9817044332623481 0.9469031989574432 0.6933186650276184 0.015158295631408691 0.00407927874781468 0.0736646662608129 0.0002926358891460228 0.9258853673934937 0.8210523128509521
71       0.7669895614186922 0.8250097868343194 0.9652833938598633 0.8901385307616118 0.05555619234624121 0.07618720829486847 0.958522379398346 0.9873828043500481 0.8912023901939392 0.9810846957584385 0.8912023901939392 0.9851201872030895 0.9707068353891373 0.0330272912979126 0.03625833988189697 0.0005789192173893189 0.010262728823335995 5.876689244542248e-05 0.7419533729553223 0.5280590653419495
72       0.808565303683281 0.8294440135359764 0.9468446671962738 0.9035947103090961 0.036043409643502056 0.04377944767475128 0.9370229989290237 0.9823062696199027 0.8845592141151428 0.9742030804687651 0.8481940031051636 0.9985799491405487 0.9703829288482666 0.9448353089392185 0.03677123785018921 0.0005004525476638813 0.0554597254955437 1.817167394323016e-05 0.854144848883152 0.49637457728385925
73       0.7782051004469395 0.7948510317752759 0.9389638602733612 0.8961497540162369 0.04998049388329184 0.05222409963607788 0.8504429012537003 0.8889870196570331 0.7365671694278717 0.8834753411839313 0.7365671694278717 0.9978110276162624 0.9751502573490143 0.20488452911376953 0.0037119388580322266 0.0010292223316045184 0.04255737664563532 4.4454822831421697e-05 0.8062021732330322 0.36241888999938965
