ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
11       0.7144105806946754 0.640296089710601 0.8555358424782753 0.9154719998783404 0.04062671924746308 0.030237987637519836 0.9389750858147939 0.9773600543182106 0.9302836656570435 0.9282166649753627 0.6965564489364624 0.9838312026113272 0.9682221412658691 0.9197115078568459 0.9964941781945527 0.046135968367403545 0.12879072132107736 0.01652561361439211 0.9609382152557373 0.9390828013420105
12       0.7707252229253451 0.725232623382539 0.915723517537117 0.9419162800121639 0.08134739995002749 0.103306844830513 0.7784790645043055 0.8919943573264585 0.7356986552476883 0.8852335259389237 0.7356986552476883 0.9730623749395212 0.9415909945964813 0.5611985623836517 0.9964949931018054 0.017510430233293094 0.03868673358258591 0.003610908103065599 0.7306406050920486 0.22185508906841278
13       0.6906099934130907 0.6761996014367627 0.8782885372638702 0.9140519891115069 0.07841762556479526 0.12822356820106506 0.8518474996089935 0.9358467137773694 0.7864392995834351 0.9323242520613313 0.7998818159103394 0.9559696347763141 0.9774515181779861 0.9819977562874556 0.9982360792346299 0.013101655305017874 0.056878751217694944 0.0014075017570754924 0.9076635241508484 0.663812518119812
14       0.7742897098263105 0.7481253419368379 0.9128433465957642 0.9461913360772949 0.07606262227763305 0.11829431354999542 0.8013466199239095 0.9089843800195976 0.7772750556468964 0.8854287818753487 0.7323279231786728 0.9469154665867487 0.9307318776845932 0.030599534511566162 0.9949884717352688 0.018185427392877453 0.0412196223206343 0.0036109098248811684 0.7346027344465256 0.22185523808002472
15       0.7153393197804689 0.6828527099898327 0.8629983738064766 0.9244698887834182 0.06335753560066226 0.08498682081699371 0.7086824215948582 0.8813674523941497 0.6211511939764023 0.8852335259389237 0.6712930351495743 0.9695314584920803 0.843413956463337 0.006865262985229492 0.00852668285369873 0.01392307271130733 0.06226023896657768 0.003610908103065599 0.7974498830735683 0.22185508906841278
16       0.7525171395391226 0.7295896101985937 0.8644430339336395 0.9432354828295035 0.053167749797144226 0.07933825254440308 0.8589591160416603 0.9414735575018394 0.8099316656589508 0.9406743712216203 0.8623993098735809 0.9883548188954592 0.926197737455368 0.009211957454681396 0.9988492161501199 0.011789462620163088 0.06846595549702429 0.0014075010859265146 0.9101833254098892 0.663812518119812
17       0.7030579149723053 0.6728869226669342 0.8455255702137947 0.9317824033702292 0.0621079454819361 0.057583168148994446 0.8095290064811707 0.8982757087339635 0.7193031013011932 0.9163072685236529 0.7559898495674133 0.9840246643871069 0.9115413725376129 0.009806334972381592 0.9954828973859549 0.013609373882718845 0.06025261248700608 0.0014075024282247906 0.912472951412201 0.663812518119812
18       0.7479917287826539 0.7263527816423858 0.8816104382276535 0.9327377903898921 0.07463545048678366 0.10569310188293457 0.8476460099220275 0.9315400921335248 0.7851903140544891 0.9407457997637008 0.8200739324092865 0.9452275585383176 0.9660767018795013 0.9443023353815079 0.9978122785687447 0.013009695329741833 0.056424950371291714 0.0014075024282247906 0.9166284322738647 0.663812518119812
19       0.7820264399051666 0.7235709340901861 0.8058160208165646 0.9318074348568917 0.05443095096520012 0.08560633659362793 0.8438196182250977 0.9528086618386817 0.8004522621631622 0.8478665051762319 0.6164180487394333 0.9680145507057508 0.8980353027582169 0.010003805160522461 0.9978561131283641 0.010823381725997625 0.04265534177816076 0.004793800826639681 0.9746328145265579 0.9186992645263672
20       0.8279217580954233 0.7653148115151912 0.8942350447177887 0.9552950086918744 0.05282167438417673 0.04702816903591156 0.7243328342835108 0.9375887916538406 0.6989388465881348 0.8328355316657937 0.5861523672938347 0.8817659830053648 0.9065337479114532 0.029838621616363525 0.9927288084290922 0.030945274884325937 0.06376271886951948 0.028830982098367947 0.967382570107778 0.9218482375144958
21       0.6767318155616522 0.6727747241265432 0.8142282739281654 0.9360197794313232 0.070156991481781 0.10198301076889038 0.751061949878931 0.879800396799709 0.6857025623321533 0.9069297247516683 0.7083259224891663 0.981908700739344 0.9017343670129776 0.0559002161026001 0.726606011390686 0.028169925518546305 0.06424660802270507 0.01819397555859821 0.9722514748573303 0.921757698059082
22       0.7120181545615196 0.6786611717775144 0.8822262287139893 0.934284032701136 0.06468674854228373 0.10548552870750427 0.8339281491935253 0.939151854201385 0.712702676653862 0.9388427534011581 0.8092077672481537 0.966949445505937 0.9690563678741455 0.0025215744972229004 0.006504535675048828 0.020429629228159177 0.0491371825894756 0.012219127448799848 0.9847204983234406 0.9580483436584473
23       0.7796539105474949 0.7369172399843572 0.849865734577179 0.9394660880168278 0.06273297163156366 0.08625829219818115 0.7954804562032223 0.9166489951006775 0.680616483092308 0.8699271564267663 0.6823559403419495 0.9155768845230341 0.9236868917942047 0.0009929537773132324 0.986262857913971 0.017483779185745715 0.04267740583520677 0.009824404791885122 0.9532314836978912 0.8945487141609192
24       0.7173850405961275 0.6813663870258175 0.9164360761642456 0.9199174597160891 0.08225067038285105 0.1350465565919876 0.7805790901184082 0.8649878006034051 0.6598048210144043 0.9434270539089198 0.775046706199646 0.9781728157152733 0.9411380887031555 0.11172610521316528 0.9949048301205039 0.0076583826950961395 0.0246608632681563 0.0014074990724815006 0.9111214727163315 0.6638116836547852
25       0.7850534543395042 0.7334529638857297 0.9395604729652405 0.932417307049036 0.062398110628128056 0.059763237833976746 0.8479942480723063 0.9162482538218 0.7838804721832275 0.8863986130907017 0.7317443937063217 0.8939350415021181 0.9462420791387558 0.007124423980712891 0.973344586789608 0.019358660243694065 0.07595497520072447 0.0036109098248811684 0.8579193949699402 0.2218552827835083
26       0.7194031071331766 0.6841402176164703 0.911623477935791 0.9163696684043504 0.06230567395687103 0.05557429790496826 0.7866254208816422 0.8475859958561612 0.5838962867856026 0.9394641020063457 0.8046659827232361 0.9468733496550057 0.924836739897728 0.6071871519088745 0.0030948519706726074 0.02269264979640945 0.10466947448483296 0.010173021302263127 0.9689783652623495 0.9126235246658325
27       0.7082680463790894 0.652291992137654 0.8782618939876556 0.921110968162984 0.08582273349165914 0.104637011885643 0.707691453397274 0.8117811736307645 0.5400763228535652 0.8493913809809341 0.6369396448135376 0.953911816701293 0.897239625453949 0.39967602491378784 0.9681905582547188 0.00950791469660899 0.022213035509312848 0.004419251779946904 0.8055400053660074 0.5567742586135864
28       0.7570527754724026 0.7102764658629894 0.863458663225174 0.9197064129865333 0.07088713645935063 0.10523486137390137 0.7570964992046356 0.900697107738675 0.629851758480072 0.8972423962237599 0.662590429186821 0.9360733119150003 0.9196674972772598 0.0017459988594055176 0.005858004093170166 0.007723437698894531 0.05954841924792929 0.001490672031918053 0.5461334940046072 0.11900647729635239
29       0.6767672474185625 0.6313622740795836 0.8617977499961853 0.9235799900559057 0.07214119324558654 0.14754602313041687 0.7964929938316345 0.9174453422925266 0.6998644173145294 0.9113859177836261 0.6998644173145294 0.984234140564998 0.9252209812402725 0.01113593578338623 0.03213375806808472 0.013790846372760224 0.02332655805371418 0.009231762236824337 0.9724680185317993 0.9366322755813599
30       0.7290129785736402 0.6778918646275998 0.890325129032135 0.9209500003017878 0.07266982065306771 0.09843708574771881 0.8648389726877213 0.9399342813499167 0.7294777184724808 0.9275829788029195 0.8229363858699799 0.9024351288874943 0.9511222094297409 0.9620663523674011 0.9981168836820871 0.02392037638624626 0.04992751204917432 0.014142212283205996 0.9847727417945862 0.9762206077575684
31       0.7185968831181526 0.6822884078991289 0.8941630870103836 0.9363670065447136 0.04132954031229019 0.08155561983585358 0.7783329114317894 0.8991060269127558 0.6824360936880112 0.9280873435089085 0.7239316552877426 0.9536275658756495 0.9331461936235428 0.9520187862217426 0.014451086521148682 0.020932387293385937 0.057609252300460045 0.007848688968522604 0.9199787775675455 0.6067061424255371
32       0.7743133207162222 0.7210886890370922 0.8783663213253021 0.9458174239366482 0.06402179971337318 0.1086072325706482 0.6618483463923136 0.9009736317803672 0.5576275587081909 0.8678432357754597 0.6754006296396255 0.8704636444648106 0.8818299323320389 0.02585679292678833 0.9975797440856695 0.00979106962016236 0.04008022472656604 0.0024763964662434636 0.8508461912473043 0.5662751793861389
33       0.7124654153982798 0.6871020178179861 0.8459028452634811 0.932322825463313 0.05415015724989081 0.11380845308303833 0.7173573970794678 0.905904907773484 0.6647073328495026 0.8887508940238107 0.6943033188581467 0.9663533767064413 0.8451818525791168 0.911055251955986 0.9987332634627819 0.01229215888904763 0.030076133957118598 0.003610902937623819 0.7265025277932485 0.22185483574867249
34       0.7399461617072424 0.6945656407583636 0.8606444746255875 0.9406954209178181 0.05972930518063635 0.12610707432031631 0.8289634237686793 0.9464094254896773 0.7448975592851639 0.8447638781787092 0.548929076641798 0.9608840237061183 0.9136582016944885 0.24680352210998535 0.9982086636591703 0.007753043030969789 0.029056898461646215 0.0014074990724815006 0.881732185681661 0.6638116836547852
35       0.7650267072021961 0.7096639939363262 0.863410159945488 0.9350870351677072 0.06676304638385777 0.10483880341053009 0.791382260620594 0.9282544844223946 0.6392661035060883 0.942366965622166 0.7601854503154755 0.9581015929579735 0.9273767471313477 0.18903851509094238 0.9988493726123124 0.00847765619112675 0.03537385356973125 0.0014075017570754924 0.9114530384540558 0.6638129949569702
36       0.7901713140308857 0.7608278908838446 0.9331284612417221 0.944090664967314 0.06628202966281349 0.07975922524929047 0.8337633833289146 0.8973693691463298 0.7500657439231873 0.9011131020639702 0.7500657439231873 0.9324537329375744 0.9532735198736191 0.052469491958618164 0.9975243599619716 0.01215260062046289 0.04985615311747921 0.003610908103065599 0.7832601480185986 0.22185508906841278
37       0.772464644908905 0.7159407534511186 0.9007946252822876 0.9316769954459421 0.062309378385543845 0.10078421235084534 0.8024476855993271 0.9398227509606398 0.7353671938180923 0.8916292407296718 0.726095512509346 0.9527593135833741 0.953686848282814 0.4457458257675171 0.22164630889892578 0.022788053739767708 0.06333146793380956 0.011881784159405348 0.9682281494140625 0.8763291239738464
38       0.744227352241675 0.7263474791155506 0.8891543745994568 0.9348747079168354 0.06310597062110901 0.0636025071144104 0.8309126123785973 0.8873426371836792 0.6368754655122757 0.9281157256635837 0.7199346274137497 0.9666948945571979 0.9577931463718414 0.009520232677459717 0.9860905604436994 0.009138796497390996 0.04451491018528914 0.003641131213586252 0.942180206378301 0.7108794450759888
39       0.7550172358751297 0.7323469668626785 0.9122166633605957 0.9434716208807884 0.07811455987393856 0.10546800494194031 0.7007913887500763 0.8973693718058313 0.6753281652927399 0.8925814785775834 0.6465601772069931 0.9466522485017776 0.8730839416384697 0.019038379192352295 0.998162443516776 0.013365532749720643 0.03339030664972549 0.003610908103065599 0.7367894202470779 0.22185508906841278
40       0.7373265139758587 0.7071645603013726 0.8878619223833084 0.9341571034447661 0.05574374237368185 0.06248438358306885 0.8187311291694641 0.9134416621514387 0.7738952338695526 0.8940594913644788 0.7290749102830887 0.9600022348264853 0.8411549031734467 0.975158829241991 0.9982564296806231 0.027594918031013292 0.08578526189110108 0.0036109098248811684 0.8001959472894669 0.2218552827835083
41       0.7102276533842087 0.677689415368217 0.8635992780327797 0.9362055445158923 0.05270637737380135 0.08191335201263428 0.8970280066132545 0.9525221300968312 0.8380799293518066 0.930495413223158 0.8229363858699799 0.9541279524564743 0.9553709626197815 0.6849665939807892 0.9522878862917423 0.019019092266366163 0.05102946597549538 0.009019658994878284 0.9853145331144333 0.9762206077575684
42       0.8003661677241325 0.7538730044676749 0.923864483833313 0.9449149608477816 0.05179740339517591 0.052385687828063965 0.8340101599693298 0.9489794611482616 0.7802366316318512 0.9461885213639976 0.8058910071849823 0.9218543872237206 0.9543905407190323 0.02579289674758911 0.9980518241645768 0.012079218325177284 0.06632077598761414 0.0014075024282247906 0.9273863911628724 0.663812518119812
43       0.7882609317700068 0.7464970272770266 0.9153063595294952 0.9357694419721763 0.055550971756810674 0.07026489078998566 0.824697012702624 0.9434517814920405 0.7242217063903809 0.8680050616361741 0.6217661127448082 0.9103201379378637 0.8889490216970444 0.0010482072830200195 0.9942633812315762 0.01676451894865057 0.06565944929802318 0.006610005711109517 0.9570350448290507 0.7970417141914368
44       0.8425472838183244 0.7709338027569983 0.888027235865593 0.9322988950705107 0.0687072937903197 0.13145104050636292 0.7061011275897423 0.9247275030400139 0.5419024489820004 0.9386897662592393 0.7305983006954193 0.9190126496056715 0.9171084314584732 0.001179039478302002 0.0051607489585876465 0.009736150088842856 0.055375455656117574 0.0014075024282247906 0.8309757759173712 0.397806853055954
45       0.7869479805231094 0.7430052421584634 0.8899766504764557 0.9432745249225543 0.057378873229026794 0.058202698826789856 0.8296800330281258 0.9635767944497946 0.7913080155849457 0.9613758361821603 0.8092546164989471 0.9554469461242358 0.9504991620779037 0.8063005656003952 0.9980894597247243 0.020927605132883033 0.05975777285525236 0.01184529103887555 0.9845787435770035 0.9684762358665466
46       0.7990075977785247 0.7633782596092481 0.9071258902549744 0.9487244085735315 0.047763122452629925 0.05808235704898834 0.8584002213818687 0.954841973573485 0.7529329359531403 0.9305360424944258 0.7183158993721008 0.9635490402579308 0.9521774053573608 0.15944910049438477 0.9860054338350892 0.023985641920733852 0.08394033975721592 0.011398476316187872 0.9882884451321193 0.9605520963668823
47       0.7033486738801003 0.6703352703011325 0.844399943947792 0.9430968780409206 0.1125395357608795 0.23974188696593046 0.8337046802043915 0.9134416433050077 0.7892062366008759 0.8940595149037631 0.7317443937063217 0.9785855834682783 0.9280157834291458 0.5120773315429688 0.9973332697991282 0.0216799379052744 0.04159089760084285 0.003610902937623819 0.6069511920213699 0.22185483574867249
48       0.7781087346374989 0.7422270687395021 0.9272721111774445 0.9506963068313563 0.04325170893418162 0.060054853558540344 0.7773423219720522 0.9005597060548638 0.6259662210941315 0.9305360424944258 0.7844793498516083 0.9124848134815693 0.9503475874662399 0.010036051273345947 0.9964730916544795 0.018243547286716125 0.07217280892553657 0.010166285668329729 0.9874868889649709 0.9611377120018005
49       0.749609666566054 0.7035505456621187 0.8980116099119186 0.9331359279467099 0.06621228986316252 0.10810180008411407 0.8336045245329539 0.9502647362435306 0.7733930051326752 0.9431988164414107 0.7540901303291321 0.9699582820137342 0.9332122504711151 0.03098464012145996 0.9976568236015737 0.011342483091372318 0.05219359433441108 0.0014074990724815006 0.8836841384569804 0.6638129949569702
50       0.7015127651393414 0.6946772937365668 0.8791857957839966 0.9302149428389012 0.07110412915547693 0.10776792466640472 0.8378248512744904 0.9055588556283181 0.7445829212665558 0.9425183593188728 0.8315943777561188 0.9671836011111736 0.9463478773832321 0.9457250237464905 0.9871899457648396 0.00974693476464003 0.049395252961968714 0.0014075010859265146 0.9112269282341003 0.6638129949569702
51       0.6557656340301037 0.6267384408992973 0.8537208512425423 0.9245098129118958 0.05690242742237295 0.09599444270133972 0.7809316515922546 0.8842506922811877 0.6845910251140594 0.9013819121269293 0.671098381280899 0.9778497833758593 0.9001081436872482 0.5444536209106445 0.9947639158926904 0.0086658176282209 0.052106708602198216 0.0014074990724815006 0.9112037122249603 0.6638116836547852
52       0.7565978989005089 0.7215945239555328 0.9292372763156891 0.9336913001651947 0.0474347189853066 0.09214287996292114 0.7162956781685352 0.9142755169352732 0.6123476251959801 0.8563757796459245 0.6067621186375618 0.8730019902189573 0.8553863614797592 0.519860029220581 0.011654973030090332 0.013929119106441701 0.05816615248313677 0.0033194305357818438 0.8352146397034327 0.32548466324806213
53       0.8032029395302137 0.7312287549811898 0.924413651227951 0.9252227434310419 0.046258869171142525 0.031701236963272095 0.8223854452371597 0.9277963870052139 0.7727694809436798 0.8848979189774857 0.7077092975378036 0.8839238261183102 0.9326835572719574 0.38898587226867676 0.02637803554534912 0.01785600099148443 0.09388684870618774 0.004043709005663363 0.9444263378779093 0.7483348846435547
54       0.7184528708457947 0.7104929991145718 0.8854085057973862 0.9369092829087201 0.07691846927627921 0.16802140325307846 0.7377571513255438 0.9035686190666201 0.6962775141000748 0.8897199603214934 0.6962775141000748 0.9332033209502697 0.8872743397951126 0.0025426745414733887 0.005149900913238525 0.017590547812268688 0.03900915370364731 0.003610902937623819 0.7368694891532263 0.22185508906841278
55       0.7140912376344204 0.6972540375637881 0.8785694688558578 0.9280292172858744 0.0727675470213095 0.11301393806934357 0.7914639860391617 0.9289148384958925 0.7398282885551453 0.9253266808100595 0.7398282885551453 0.9746647574007511 0.9453970789909363 0.9903140235692263 0.9980119217652828 0.011825029328712943 0.05099240849970743 0.0014075010859265146 0.9084868431091309 0.6638129949569702
56       0.7354500542084376 0.6755426612171326 0.8146090283989906 0.9287154877627337 0.04005120098590853 0.07785840332508087 0.7488947858413061 0.9171833919647827 0.6705840677022934 0.9581375284406031 0.8073485195636749 0.9557092313965162 0.9398118704557419 0.035297393798828125 0.8253217786550522 0.02317334058074906 0.06467269476501374 0.01652561361439211 0.9830351769924164 0.9580484628677368
57       0.7453078329563141 0.721267215003643 0.9219085276126862 0.9365954945484797 0.04984399800499284 0.0551682710647583 0.7160971214373907 0.9150401316269088 0.6333938837051392 0.8897199603214934 0.7256912440061569 0.8994460701942444 0.8780426979064941 0.8872978091239929 0.9939723578281701 0.018065441920824796 0.05530411552930246 0.003610902937623819 0.7369872232278188 0.22185483574867249
58       0.7731925636529923 0.7325629140853005 0.8873234391212463 0.9380077591408854 0.052287862352702885 0.040934011340141296 0.8409980714321137 0.9292570942069247 0.6925946474075317 0.9378816446313825 0.7758662402629852 0.9174412064254284 0.9372836947441101 0.4886288046836853 0.9946625912562013 0.015949778105960728 0.05977405981059603 0.009661411381004271 0.9828691124916077 0.936631977558136
59       0.7047463860362768 0.6951751427122337 0.8627352491021156 0.9305507857994787 0.06256973743438721 0.1572534292936325 0.7229489423334599 0.8390841027445013 0.6046057045459747 0.8950902259985014 0.7004458457231522 0.9507680032402277 0.8478646725416183 0.7096856832504272 0.9982907680096105 0.007375585457132305 0.029120321435421075 0.0014075010859265146 0.9108792543411255 0.6638129949569702
60       0.7321594320237637 0.6797817693384108 0.8333212733268738 0.9365434509397733 0.0759721009627633 0.0890209823846817 0.8025441318750381 0.9305019306256903 0.7603285014629364 0.8630611488606534 0.6579820960760117 0.9843918904662132 0.9334051311016083 0.37166279554367065 0.9968650797381997 0.01590372875177623 0.044609425245567554 0.00905418809924695 0.9814867228269577 0.9660177230834961
61       0.8337534591555595 0.7684380833947502 0.9100503623485565 0.9374945038840884 0.06948292255401611 0.08969809114933014 0.7882191948592663 0.9628089055134019 0.6938211470842361 0.8618000304194753 0.6459461003541946 0.8572517018765211 0.8964117765426636 0.0009747743606567383 0.98346240632236 0.017602463515322114 0.045787155331788794 0.012457401314939325 0.9822311550378799 0.9477763175964355
62       0.7848710715770721 0.7425054816736115 0.9219027757644653 0.9425828089777207 0.05136435627937319 0.06849949061870575 0.6972076172629992 0.9207216419429258 0.6616118550300598 0.8791713642028485 0.6741672903299332 0.8868621463576952 0.9044916331768036 0.46253329515457153 0.9950109212659299 0.019563677062052247 0.06934252807047836 0.0060014130665818136 0.9850022792816162 0.9492078423500061
63       0.7535578399896622 0.7226341597649648 0.8902921378612518 0.9393308507683484 0.06214733343375356 0.08351710438728333 0.8075668662786484 0.9358587854095672 0.69855035841465 0.9077716507529656 0.6547561287879944 0.981725329373564 0.9181636869907379 0.047507286071777344 0.047267794609069824 0.008454944518984113 0.04456774209054827 0.0014075024282247906 0.8830771088600159 0.663812518119812
64       0.782436478883028 0.7296928234777793 0.8492844998836517 0.9510795965026586 0.05873322643731771 0.0753590315580368 0.7580712735652924 0.9133770857769261 0.7226523756980896 0.8847255294944305 0.7323279231786728 0.9525135699659586 0.8803554177284241 0.45091384649276733 0.9865303756669164 0.025677347495290444 0.1148881005200953 0.0036109098248811684 0.8006002008914948 0.2218552827835083
65       0.7295817285776138 0.6906575005053095 0.8964597284793854 0.9289222957589959 0.0747748196125031 0.11608441174030304 0.7551343937714895 0.902794751219127 0.7359063625335693 0.9002257329141976 0.6592558026313782 0.9801081965366999 0.8848266899585724 0.45091384649276733 0.9977387813851237 0.0235133513123143 0.05533065117697423 0.0036109098248811684 0.735061710079511 0.22185523808002472
66       0.8020892143249512 0.7440925159655949 0.8905189633369446 0.9381190274442945 0.05494315283639095 0.09838856756687164 0.7699344977736473 0.9393621724073764 0.7158989012241364 0.8913861657191391 0.6511717289686203 0.9408411681652069 0.9421803951263428 0.3412410616874695 0.9978387376759201 0.016167083424405045 0.04260884019007499 0.010233111227644162 0.9441286027431488 0.8034788370132446
67       0.7356970260540644 0.6967872709017612 0.870856449007988 0.9466139233360688 0.07248502402078538 0.07222124934196472 0.8059152464071909 0.942810264047715 0.762150228023529 0.9409507999794755 0.8041875064373016 0.9377185901006063 0.8894007205963135 0.94693598523736 0.997876972425729 0.011660159404370131 0.05601192276750954 0.0014075017570754924 0.883626659711202 0.663812518119812
68       0.737652321656545 0.7073666846753993 0.9182492196559906 0.9378096233990233 0.06709034740924835 0.12193633615970612 0.7929453750451406 0.9449391814933419 0.7157551348209381 0.9461594985357635 0.7533688545227051 0.9535947839419047 0.9244580119848251 0.8247433751821518 0.9960021581500769 0.017701366037659347 0.03923598035233995 0.01108914456635729 0.9873589475949606 0.9743727445602417
69       0.7701283067464828 0.7224046085578189 0.8824113458395004 0.945755990804173 0.05984152001993992 0.08225381374359131 0.7337302833795547 0.9274995932159649 0.6113302558660507 0.9255665303769822 0.7289075553417206 0.8772596150636673 0.8937441855669022 0.003702223300933838 0.9891989389434457 0.020581082557697517 0.06677453159931859 0.004060759205646509 0.9873238682746888 0.9656792283058167
70       0.7548544555902481 0.6920195703272856 0.8372929841279984 0.9358707894881566 0.07359379988450265 0.13352170586585999 0.8308875560760498 0.9590373486942951 0.7637841701507568 0.9453242492885041 0.7754021286964417 0.9084068660934767 0.9238105565309525 0.9380240924656391 0.9959190231747925 0.022744166449307636 0.03450354321668101 0.018345890755384644 0.9798920551935831 0.9552181363105774
71       0.7990104705095291 0.7171377095077774 0.8646535500884056 0.9412728004684352 0.06137503787528642 0.06413614749908447 0.8175869286060333 0.9483749569484274 0.797541618347168 0.8586964415307289 0.6322595924139023 0.8539429927865664 0.9096017628908157 0.9489805623888969 0.9980511512840167 0.02942069390707024 0.08084173791236764 0.02582397537316331 0.9837788740793864 0.9644922614097595
72       0.7093168397744497 0.6793027567973202 0.8853505700826645 0.9198042745472955 0.07059109470118652 0.08212427794933319 0.828700453042984 0.911978508090896 0.7772750556468964 0.8885535642479967 0.7323279231786728 0.909043697019418 0.9295206218957901 0.17108827829360962 0.9828517679125071 0.018058611118054065 0.04040828480400056 0.003610902937623819 0.730950266122818 0.22185483574867249
73       0.7527810141444207 0.7188385355264642 0.9219907224178314 0.9274203704609987 0.04504503361110035 0.032606080174446106 0.811792129278183 0.9378393354979959 0.7298062145709991 0.9394997942243657 0.8006243109703064 0.8864922841389974 0.9230662286281586 0.9932757806964219 0.9870505407452583 0.032067929995732936 0.08753288660607071 0.01834589512938637 0.9847725629806519 0.9552175998687744
74       0.708644351363182 0.6827887454698252 0.8814477920532227 0.9226873465905002 0.06448036858013695 0.08790981769561768 0.8167614161968231 0.9393815368764393 0.7536342144012451 0.9400857394583824 0.7829403877258301 0.9475665157039961 0.9485675692558289 0.00472646951675415 0.9383366666734219 0.013051305622208447 0.04910562022007384 0.0065019998190890506 0.9634551882743836 0.8688107132911682
