setting,Accuracy_Overall,F1_Overall,Precision_Overall,Recall_Overall,"Accuracy_intake, assessment, and diagnosis","F1_intake, assessment, and diagnosis","Precision_intake, assessment, and diagnosis","Recall_intake, assessment, and diagnosis",Accuracy_treatment planning,F1_treatment planning,Precision_treatment planning,Recall_treatment planning,Accuracy_counseling skills and interventions,F1_counseling skills and interventions,Precision_counseling skills and interventions,Recall_counseling skills and interventions,Accuracy_professional practice and ethics,F1_professional practice and ethics,Precision_professional practice and ethics,Recall_professional practice and ethics,Accuracy_core counseling attributes,F1_core counseling attributes,Precision_core counseling attributes,Recall_core counseling attributes
Llama3-OpenBioLLM-8B_few-shot_None_3,0.5759,0.5713042741497105,0.5802097484090197,0.576022014054909,0.5855,0.5741294982033082,0.5839312586129344,0.5789225100135311,0.6073000000000001,0.6060910354124236,0.6176700242226619,0.6109345896098624,0.5959,0.5901840607856387,0.5999981521534014,0.5969711401020971,0.5361,0.5286691549216669,0.5357145994454313,0.5364086129540714,0.42760000000000004,0.4286612371664787,0.5282634762985237,0.4505219393127948
ClinicalCamel-70B_few-shot_None_3,0.655,0.6494596359268585,0.6549492544091333,0.6542080419957891,0.7033,0.6927664323317305,0.6987218898781904,0.6962874265518209,0.6451,0.6369394395507472,0.6464294615542826,0.6435013795873563,0.6362,0.629684073382082,0.6361786635493069,0.6332593146404598,0.6359,0.6254240245999472,0.631367036486561,0.6294296197004597,0.5615,0.5672491382032033,0.5851574486475266,0.5982249357906276
Llama-2-70b-hf_few-shot_None_3,0.5872999999999999,0.5802950898383421,0.5861177816585438,0.5852841600890938,0.6210999999999999,0.6127723442806494,0.6192203282573125,0.6179100343827558,0.6069,0.5985089004613782,0.6084638634765512,0.6062521390262082,0.5587,0.550022271790435,0.5561725210307613,0.5564871758179827,0.5723,0.5636897054705701,0.5688427042405528,0.5695373379338254,0.5172000000000001,0.522790329583936,0.5277583908983865,0.5714117923523049
ClinicalCamel-70B_zero-shot_None_0,0.6178,0.612035772708428,0.6196871867451373,0.6175509775283985,0.6686999999999999,0.6594708805654341,0.6653231126264417,0.6633289536680786,0.6214999999999999,0.6142198253911231,0.6270606946881528,0.6233966830114486,0.5992000000000001,0.5907116951013262,0.6009082527942756,0.5949105917763512,0.5954,0.5896346807736877,0.5953594559147157,0.5978040250712156,0.5695,0.5740636838702025,0.5906874805443708,0.60408574204564
meditron-70b_zero-shot_sc_0,0.5494000000000001,0.5361787766365381,0.5552536490884193,0.5458770497050822,0.55,0.5330563759067674,0.5496498461657628,0.5423186801462129,0.5977999999999999,0.5818575881171737,0.6275711683486739,0.588736222263926,0.5396,0.5267785585735026,0.5409374980036765,0.5360452912382919,0.5361,0.5255977964656472,0.5439018129591202,0.5360781673722614,0.34929999999999994,0.33763573510447714,0.361820427632221,0.3711979031696108
Meta-Llama-3-8B-Instruct_few-shot-cot_None_1,0.24790000000000004,0.13610721120779748,0.2933340025807644,0.20460786062996067,0.25199999999999995,0.12608235305550325,0.2727287957501603,0.20005092946178352,0.2169,0.11806248565747929,0.24677509778969703,0.18331159276903974,0.2579,0.1358217030502801,0.29145743630019155,0.20926474691235925,0.24120000000000003,0.13937960894258158,0.3302530072874705,0.20812939718886903,0.1272,0.055616853368002934,0.03445086817668139,0.15027493192745245
Llama-2-70b-hf_few-shot-cot_None_1,0.22040000000000004,0.08160361238782475,0.11634556066323924,0.18405128313317,0.2503,0.08344321902648798,0.053687282810499885,0.19152651938285253,0.21400000000000002,0.0761231471023358,0.04846726058806901,0.1817969798565505,0.2126,0.08048302166057653,0.12263193549076791,0.18022368762227906,0.1898,0.08582993782072788,0.23895858384653315,0.17393128972201619,0.1362,0.053608690289359114,0.03290884976667105,0.15001890672654555
meditron-70b_few-shot-cot_None_3,0.19079999999999997,0.09621837936034992,0.17087415040515663,0.15609753285305966,0.21080000000000002,0.10274791511472808,0.18421333153335887,0.16486692101726014,0.19699999999999998,0.10858586685647945,0.2352317150207896,0.17192380972251858,0.1779,0.09674384436021283,0.1748705994139532,0.15097681709867317,0.1667,0.08158429922311036,0.15667884436507346,0.14836448737427402,0.13079999999999997,0.05667223778290346,0.03509987547968635,0.15224594922920065
meditron-7b_few-shot_sc_1,0.24030000000000007,0.09632676757534642,0.06007500000000002,,0.2636,0.10370919678835261,0.0659,,0.22970000000000002,0.09297972924438085,0.057425000000000004,,0.23550000000000001,0.09459444652823307,0.058875000000000004,,0.2267,0.09203736856638799,0.056675,,0.17579999999999996,0.07435277636638614,0.04394999999999999,
Llama-2-70b-hf_zero-shot_None_0,0.6015000000000001,0.5894313472792421,0.5998047397345855,0.5954678594486724,0.628,0.6116976202754671,0.6199546931330674,0.6185891019977305,0.6254,0.614133732915534,0.6281203161207803,0.6197573936894752,0.6004,0.5893963793671134,0.5978902376474694,0.5962324625668345,0.5650999999999999,0.5532355120005434,0.5595748206653806,0.560689893755553,0.47850000000000004,0.4805462326291597,0.4960801451393795,0.514467322594927
BioMedGPT-LM-7B_few-shot_sc_1,0.37599999999999995,0.35436866090373087,0.39229927385997465,0.37179205652107655,0.3935,0.3552790333375637,0.3909670341013794,0.3745180895430946,0.3699999999999999,0.345133360766524,0.3764485543825431,0.36002257077997896,0.37329999999999997,0.36164331358444607,0.417488107110411,0.38628562879599243,0.3845,0.36488866616561644,0.39310297354289825,0.3735788460801251,0.34119999999999995,0.334894687726891,0.40997370818568013,0.3632859784962749
BioMedGPT-LM-7B_few-shot_sc_5,0.23709999999999998,0.1000058671104245,0.12256860956503815,0.2527410959845581,0.22169999999999998,0.10113721828334338,0.19915901753703666,0.25664646823868,0.2207,0.0900137984734037,0.05534977839620697,,0.24610000000000004,0.10005513592146396,0.08022889095031951,0.25091015804971945,0.25170000000000003,0.1053657537238737,0.12775633501604589,0.25288052692225377,0.3902999999999999,0.1399440369398517,0.09757499999999998,
Llama-2-13b-chat-hf_zero-shot_sc_0,0.5156,0.49539359936070737,0.5481685942611505,0.5090086150798645,0.5159000000000001,0.5031566102704879,0.5418281420529906,0.5153519835451982,0.5611,0.5413806123838915,0.5869937578115411,0.5539897989891476,0.49929999999999997,0.47547361948913436,0.5325960405155606,0.4943749672367846,0.5191,0.49094093688685186,0.5537299756050442,0.5062762251548537,0.4793,0.38747432934974674,0.38844115416555236,0.43710629233902554
medalpaca-13b_few-shot_sc_5,0.28740000000000004,0.22053068414649768,0.27519969022333285,0.2798348964167658,0.27670000000000006,0.2144406697730464,0.2768376817809263,0.2801481356647143,0.2832,0.22696450299270296,0.29912874053230226,0.27367106859399876,0.2771,0.2057820651107295,0.22597973372918323,0.26549683272991514,0.28909999999999997,0.2051194037486486,0.2532683834414004,0.2719718161964969,0.25739999999999996,0.21790883576451792,0.35032495995819724,0.2556674454902424
medalpaca-7b_zero-shot_None_0,0.41859999999999997,0.4103454149965321,0.43034456195034954,0.41743493979125257,0.4092,0.4024036599894594,0.4186583098480193,0.41154989302048967,0.4337,0.42882219416942946,0.45685563197461126,0.4376012055139644,0.41300000000000003,0.4028127931421568,0.4193794979672377,0.40805915168918155,0.41319999999999996,0.40950212215288445,0.44889213188174076,0.4214627788645813,0.5251,0.4973163228659614,0.5078623448235465,0.5055305084477749
llama-2-7b-chat-hf_few-shot_None_3,0.44760000000000005,0.42294319879300174,0.5097276066310311,0.444562044146058,0.4444999999999999,0.4188465271885283,0.49017553285275417,0.4405493096959431,0.5037,0.46966891862825,0.5632268266222771,0.48774234419519774,0.4373,0.40901756374332016,0.49833414945865284,0.4294049214315851,0.4357,0.40166392856113203,0.4877852994474037,0.42651453404541906,0.33909999999999996,0.2760801810799802,0.31549431437369174,0.34851251857683174
ClinicalCamel-70B_few-shot-cot_None_1,0.3882,0.3219105918059844,0.3729733669178139,0.31288646286809774,0.44689999999999996,0.3683075862516904,0.41145994189660023,0.3620433708032187,0.35559999999999997,0.2975245077768018,0.3631967870808444,0.2870974377964916,0.3896,0.3209641539968646,0.37259193237600285,0.3119339081319255,0.3493,0.2924532851988168,0.3440252273060753,0.28394298920157746,0.2555,0.20045830879723936,0.2636662308605623,0.19996342247513701
BioMedGPT-LM-7B_zero-shot_sc_0,0.3807,0.3603631387302528,0.4166612694270574,0.37494653297470676,0.3947,0.3588823551819209,0.41545112292617864,0.3801401825415697,0.4129,0.39226939740805383,0.45383851136661313,0.4026671206075003,0.3443,0.33290669206027695,0.39519792216899985,0.3542517798990342,0.3925,0.3611701174322248,0.38872521843754226,0.3795257972583203,0.3847,0.3598874505116633,0.49895283142458025,0.41408054576165554
medalpaca-7b_few-shot_None_3,0.28900000000000003,0.2477561667609715,0.27991871554352066,0.2303063516092941,0.31689999999999996,0.255674413637363,0.27150407407150323,0.24998154185999716,0.27490000000000003,0.2446540826248177,0.29411058941991164,0.2216330290371694,0.2842,0.2469173926286957,0.2857268858794927,0.2247580570816191,0.3006,0.25943129409096033,0.30087811264216613,0.23714841343355733,0.31189999999999996,0.23895392297120377,0.3169753934373401,0.21255821700794622
Meta-Llama-3-70B-Instruct_few-shot_None_1,0.7236000000000002,0.7178992634719088,0.7247178901822656,0.7212864201394286,0.7354,0.726593152785357,0.7317640331728732,0.7315863096911456,0.7247999999999998,0.714910965803758,0.7253835781642399,0.718988980683643,0.7291,0.7208727152212281,0.7316552497606281,0.7254179900812631,0.6955,0.6898891552054323,0.6954089365695424,0.6944352612041667,0.6085,0.6038095022269103,0.6154651411539325,0.625176971208314
Llama-2-7b-hf_few-shot_None_5,0.2522,0.22354490053693418,0.26111383477587646,0.2578465153751139,0.2609,0.24423901871647774,0.2874379288529994,0.27591741872205655,0.2538000000000001,0.22579211847741484,0.2561784008369163,0.2686034770136591,0.24230000000000002,0.21622391971360075,0.25187951267620445,0.2424447046235711,0.22829999999999998,0.19167214559427037,0.20540057568650955,0.24083499442202572,0.34950000000000003,0.3117673819826332,0.4593478958248257,0.31571039287075137
Llama-2-7b-hf_few-shot-cot_None_3,0.21040000000000003,0.09718277663476077,0.18758719417566375,0.17228866057196857,0.22110000000000002,0.09240972793180659,0.1396072955207904,0.16630090508142026,0.188,0.08458542283134184,0.15222759243597372,0.16102997859901275,0.22030000000000005,0.1133064619857348,0.2510784541417281,0.18166629455550318,0.1788,0.08824328494167194,0.151875625809552,0.1587167357798821,0.1741,0.07181326722785618,0.044190591963539895,0.19999999999999996
MentaLLaMA-chat-13B_few-shot-cot_None_3,0.377,0.3349462040825847,0.36701331934283277,0.34106822873451953,0.3761,0.3568156968518023,0.3838742046084939,0.3636850540057771,0.3851999999999999,0.3355065124547736,0.3716884939316543,0.3406082290621874,0.3753000000000001,0.3406437225104307,0.37309050407948796,0.3456971335163596,0.34779999999999994,0.2891137021082144,0.3203996648462732,0.2961280608536614,0.39370000000000005,0.38280359536828107,0.42973152769550366,0.44741541654819367
llama-2-7b-chat-hf_few-shot-cot_None_1,0.32870000000000005,0.26443695260765127,0.31248186724045907,0.2620005844056597,0.3375000000000001,0.2649153726247658,0.3273074429473717,0.2627613773727931,0.34059999999999996,0.26628851219588523,0.3371025043216733,0.2711875645137844,0.3292,0.266202046475405,0.30516922666772667,0.2636429722500977,0.3275,0.2687729509815999,0.3310805675965689,0.2655308737022206,0.25980000000000003,0.2148578643286783,0.24522026730148191,0.23233498953533663
Llama3-OpenBioLLM-8B_few-shot-cot_None_3,0.5257000000000001,0.49230635530923533,0.5094719399902502,0.4970489852357813,0.5386,0.5130200353410582,0.5299645040934999,0.5153061316252543,0.5301999999999999,0.525722517518839,0.5471023978517239,0.5310203615279367,0.5285,0.5060590628804982,0.5247474439574845,0.5136667072264113,0.5235,0.45792859925063634,0.4671254609991353,0.46579511595775996,0.43690000000000007,0.3624618957746469,0.3931644492820505,0.3731312072964167
Llama-2-13b-chat-hf_few-shot_None_3,0.5361,0.5226258013006613,0.5600759714567234,0.5312600480198161,0.5562,0.5462800208415757,0.5854281069012301,0.5556647641755204,0.5636000000000001,0.5520395054191499,0.5895715639842556,0.5552997569880267,0.5012,0.48781850650487046,0.5289029722614698,0.4965207901844043,0.5323,0.5141387206653214,0.5433782816211759,0.5205765841455108,0.4804,0.4648783136419285,0.6114843600198746,0.4981930017369466
Llama3-Med42-70B_few-shot_None_1,0.6940999999999999,0.6478552095100354,0.6576102379875813,0.651317606797543,0.6984999999999999,0.6546958449091461,0.6619442686482931,0.6575045151458387,0.7125,0.7029549392808918,0.7179051599935048,0.7074648302561802,0.6949999999999998,0.6269823763083748,0.6400368434229624,0.6306108919807244,0.6731999999999999,0.6658327198192923,0.6745232109439958,0.6701112962172285,0.6078,0.579954428468805,0.5853310210684044,0.5884664769664388
meditron-70b_zero-shot_None_0,0.5597,0.548457422225215,0.5664310341854932,0.5551481936935851,0.5625,0.5498508004646401,0.569038586535464,0.560486035766587,0.5958,0.5833090768450027,0.6105740533518107,0.5904427344014946,0.5629,0.5468938205500381,0.5653198874696761,0.5569651331418874,0.5042000000000001,0.4910886136082811,0.5072932402769801,0.5038028016494795,0.3925,0.37479421490467274,0.39112369236322997,0.397509612176255
Llama3-Med42-70B_few-shot-cot_None_1,0.6312000000000001,0.6076617312595219,0.6210228909595873,0.6113219109076554,0.6714999999999999,0.6662740227366549,0.6851586916029094,0.6690204672344926,0.6352,0.5961658180836752,0.6149120348315937,0.5966285700383529,0.634,0.6302788166824675,0.6399143303889063,0.6372549925232993,0.5937,0.5481530671419994,0.56003553815819,0.5538852669314762,0.6150999999999999,0.6077012529577567,0.6572767322818893,0.629296519658025
meditron-7b_few-shot_None_1,,,,,,,,,,,,,,,,,,,,,,,,
Meta-Llama-3-8B-Instruct_few-shot_None_3,0.6413000000000001,0.626732702315427,0.6318652595079635,0.6303724346882088,0.6271999999999999,0.5924162086780835,0.6000359694123463,0.5956696250386249,0.647,0.6381759848709163,0.6456719851424729,0.642345837924147,0.6693999999999999,0.6618941494018246,0.6671476136062701,0.6672092327056991,0.6225999999999999,0.6118879026410962,0.616841504749556,0.6172845075724236,0.6452,0.6155521792810508,0.657264261239111,0.6134519300916075
llama-2-7b-chat-hf_few-shot_sc_5,0.2409,0.09658414491943118,0.060225,,0.21989999999999998,0.08968989224010587,0.054974999999999996,,0.21489999999999995,0.08793631330618559,0.05372499999999999,,0.247,0.09855635239695928,0.06175,,0.2498,0.09953690706720521,0.06245,,0.392,0.14026602558416065,0.098,
Llama-2-7b-hf_zero-shot_None_0,0.41320000000000007,0.39244058917975416,0.44301199709459893,0.4091984654020376,0.43090000000000006,0.3964314689511281,0.4414963290940511,0.4165701712187584,0.4253,0.4047535271738707,0.4530421382840778,0.4152478620361721,0.39659999999999995,0.38491165262713267,0.4513012565533475,0.40327099674936273,0.40920000000000006,0.38220635889060267,0.4241355570033708,0.39287473221255936,0.39020000000000005,0.35062509142017184,0.4524836534791643,0.3857114838244683
Llama3-Med42-8B_few-shot_None_3,0.6406000000000001,0.6344236123302723,0.6428901812234774,0.6394190976957922,0.6208,0.6123802914780809,0.6195522333639039,0.6182579567441039,0.6654000000000001,0.6577860049773391,0.6654994345643065,0.6614860956701304,0.652,0.6465954627421816,0.6548461926956527,0.6513861416751642,0.6053999999999999,0.5939727273386439,0.6049631321747662,0.6002395401984745,0.5574000000000001,0.5448792012581758,0.5698180688084414,0.5566309525059695
Llama3-OpenBioLLM-70B_zero-shot_sc_0,0.7275999999999999,0.7225525343780889,0.727432748919737,0.7259051889424412,0.7426999999999999,0.7349022226298224,0.7386630732690675,0.7393680944168485,0.7031000000000001,0.694100972559958,0.6982947670411922,0.6991546980887894,0.7282000000000001,0.7216285895212421,0.7263697566487608,0.7259031614692872,0.7186000000000002,0.7106458359346688,0.7150382129902304,0.7157526262064376,0.6504000000000001,0.6294491350308699,0.6363945437249157,0.6398968469958596
Meta-Llama-3-8B-Instruct_few-shot_None_1,0.6254,0.6189606135748013,0.6251920770117663,0.6230379113710529,0.6152000000000001,0.6065183121550658,0.613153723757406,0.6104830137928238,0.6249999999999999,0.617880234235759,0.6227396531926691,0.6228253144042079,0.6527,0.6450752184587775,0.655074726813789,0.6505421594413575,0.6038000000000001,0.5941931546644683,0.6002206540104119,0.600342492868766,0.5596,0.5115006584413812,0.5729700868764318,0.5212938441541464
Llama3-Med42-8B_zero-shot_None_0,0.6339,0.6278462274753059,0.6355681465039883,0.6326126177586583,0.6231,0.6113135321534813,0.6194295568961755,0.6176419314321945,0.6349,0.6261375797431649,0.6345173469781474,0.6313414247513333,0.6417999999999999,0.6377115887389357,0.6434744643347807,0.6431045092849854,0.6265,0.6120315687838096,0.6220317116653165,0.6165211106886158,0.5716,0.5332311755688046,0.577339859742667,0.5396054933022836
med42-70b_few-shot_sc_1,0.6607000000000001,0.6540635314702676,0.6622406694011919,0.6592829404588073,0.6846,0.6731701012551867,0.685158292776929,0.6768035038588439,0.6413,0.6335912966157623,0.6415782388416662,0.6386842295812538,0.6683,0.6609868982738663,0.6668777134769005,0.6687512438881188,0.6776000000000001,0.6714517802273938,0.6815057143787975,0.6748251328900017,0.5732,0.581018766866172,0.6395684130320156,0.6057012061309779
Meta-Llama-3-8B-Instruct_zero-shot_None_0,0.6303,0.6248119800180661,0.6312633337361463,0.629477230250781,0.6461999999999999,0.6386537977314056,0.6430554535210493,0.6441419494190409,0.6223000000000001,0.6161056936583912,0.6268846058485635,0.6231035286472051,0.6533,0.6452498403592131,0.6585208216559463,0.6490427761976387,0.5742,0.5677984480079082,0.577004925072318,0.5707449697832011,0.6112,0.5507963475345147,0.5859282856722896,0.559911200718571
MentaLLaMA-chat-13B_few-shot_None_1,0.4578000000000001,0.36069115252941836,0.40548832240968014,0.3673733094361345,0.4871999999999999,0.39272328153466923,0.43009543675613493,0.40231659677710724,0.4556,0.36105533590311945,0.41910072245590047,0.36442868412082746,0.41629999999999995,0.3231867953336296,0.36911851413460117,0.32788408193601354,0.4720000000000001,0.368103761988969,0.42349306163125455,0.37110009210396483,0.43270000000000003,0.29412094756644314,0.29186816264722937,0.3278646532253924
counselingQA-gpt4o_zero-shot_None_0,0.7711,0.7676267769465659,0.7711414407895321,0.7715623018223053,0.8057999999999998,0.8003352830789868,0.8050639533238255,0.8032374616072794,0.7498999999999999,0.7417615193082467,0.7494399247284808,0.7457810217120577,0.7698999999999999,0.7654493589967892,0.7703390981210948,0.7687521719860296,0.7522,0.7468338065263593,0.7507611785342028,0.7529388024761136,0.5989,0.6040216572070994,0.6612586469065752,0.6391938361869296
Asclepius-Llama3-8B_few-shot_None_1,0.36150000000000004,0.3534975871924789,0.3642232931680608,0.3623920073031784,0.3348,0.322634442592046,0.32748208571902765,0.3304386248588913,0.3874,0.3796316102735912,0.40604433026616704,0.39549793574203795,0.37839999999999996,0.37191683708364415,0.39156502224882234,0.3829434561250734,0.30310000000000004,0.29916662704917846,0.3108760568975378,0.3046058100137757,0.39359999999999995,0.3912514799347555,0.41547239705742567,0.4336692310545577
